id,genres,cast,writers,production_companies,director,producers,original_language,runtime,rating,main_genre,lang,cast_count,writers_count,director_known
8747,"Adventure, Comedy, Music","Chiemi Eri, Isao Yamagata, Kinji Nakamura, Itoshi Yumeji, Iwao Daimaru, Shūjirō Kijima, Kazuko Ōura, Haruko Izumi, Junpei Arishima, Shintarō Kuraoka, Masuo Kamiki, Haruo Tanaka, Kajō Onoe, Shimada Hyōgo, Koishi Kimi, Yasushi Ōshiro, Chiyonosuke Azuma, Hibari Misora, Tokinosuke Nakamura, Shōtarō Ōtsuki, Yoshiko Yashioji, Akitake Kôno, Ikutaro Ibuki, Minoru Chiaki, Akira Shioji, Kunio Kaga, Shunji Sakai, Hideo Shimada, Ren Takahashi, Kinichi Hanabusa, Minken Karasawa, Sayuri Tachikawa, Kenji Nagata, Hanzô Kataoka","Sadaharu Takashima, Tadashi Sawashima",Toei Company,Tadashi Sawashima,Unknown,ja,85,8.5,Adventure,ja,34,2,1
8748,"Drama, Horror, Thriller","Heather Doerksen, Obba Babatundé, Rade Šerbedžija, Rachel Ticotin, Karen Elizabeth Austin, Danny Mora, Jessica Alba, Fernanda Romero, Tegan Moss, Rachel Manera, Mia Stallard, Parker Posey, Chloë Grace Moretz, Alessandro Nivola, Tamlyn Tomita",Sebastian Gutierrez,"Paramount Vantage, VN Productions, Cruise/Wagner Productions, Vertigo Entertainment, Lionsgate","Xavier Palud, David Moreau","Michael Paseornek, Doug Davison, Don Granger, Michelle Manning, Peter Block, Darren Miller, Roy Lee, Tom Ortenberg, Peter Chan, Mike Elliott, Paula Wagner",en,98,5.795,Drama,en,15,1,1
8749,Comedy,"Selma Archerd, William Bogert, John Batiste, Anjanette Comer, Augusta Dabney, Alan Oliney, Alex Rocco, John Hudkins, Byron Stewart, John Horn, Bill Henderson, Don Keefer, Viola Harris, Bob Leslie, Raven Grey Eagle, John Hatfield, Vincent Gardenia, Rob Reiner, Oliver Clark, Barbara Dana, Allen G. Norman, Speedy Zapata, Kay Medford, William Prince, Alan Arkin, Sid Caesar, Sally Marr, Sellon Kimelle, Mickey Gilbert, Bob Harks, Richard Libertini, MacIntyre Dixon",Robert Klane,20th Century Fox,Alan Arkin,Marvin Worth,en,88,4.8,Comedy,en,32,1,1
8750,"Horror, Science Fiction, Thriller","Wolfgang Meyer, Adrian Quihuis, Matthew Landon, Tawny Amber Young, Devanny Pinn, Angie Johnson, Brandon Slagle","Devanny Pinn, Brandon Slagle","Pinnovating Productions, Zeroinside Films",Brandon Slagle,"Angie Johnson, Devanny Pinn, Liz Cuppie, Brandon Slagle",en,81,5.2,Horror,en,7,2,1
8751,"Horror, Mystery, Thriller","Giovanni Tamberi, Maurizio Ratti, Sergio Stefanini, Gioia Scola, Florence Guérin, Stefano Lisicki, François-Eric Gendron, Randi Ingerman, Massimiliano Ubaldi, Ilza Prestinari, François Marthouret, Enzo Giraldo, Maurizio Rocchi, Carlo Carli, Nora Ariffin, Helena Jesus, Raffaele Biondi, Roy John Palmer, Marco Giorgetti, Stefano Capaccioli","Dario Piana, Sergio Donati, Achille Manzotti, Claudio Mancini","Gruppo Bema, Reteitalia",Dario Piana,Achille Manzotti,it,95,4.76,Horror,it,20,4,1
8752,"Drama, Romance","Tony Ho, Courtney Wu, Philip Ng Wan-Lung, Kaori Sakagami, Vonnie Lui","Winnie Chan Wai-Sam, Sam Leong Tak-Sam",Same Way Productions Limited,Ng Man-Ching,"Shin Yoneyama, Sam Leong Tak-Sam",cn,88,6.7,Drama,cn,5,2,1
8753,"Science Fiction, Animation, Action, Comedy","Osamu Saka, Megumi Hayashibara, Yuko Mizutani, Jurota Kosugi, Ikuya Sawaki, Koichi Yamadera, Miki Ito, Tomoko Maruo, Kaneto Shiozawa, Michie Tomizawa, Fumi Hirano, Eken Mine",Yuichi Sasamoto,"Tokyo Laboratory, J.C.STAFF, animate, Asahi Sonorama, movic, Pony Canyon",Junichi Watanabe,"Kenji Kume, Minoru Murayama, Masaki Sawanobori",ja,90,7.0,Science Fiction,ja,12,1,1
8754,"Comedy, Drama","Cecilia Andrade, Mirta Busnelli, Marco Antonio López, Katherine Porto, Nelson Ortiz, Jhon Jairo Hernández, Julián Román, José Escallón, Carlos Hurtado, Hernán Mejía, Ramsés Ramos, Emilio Sotomayor, Mariano Castro, María León Arias, Thomas Mahecha, Valentina Gómez, Marcela Benjumea, Jimmy Vásquez, Hugo Gómez, Marcela Bustamante, Gustavo Ángel Alba, Edgar Ricardo Velasco, Waldo Urrego","Jaime Escallon-Buraglia, Antonio García Ángel","Babilla Ciné, E-Nnova, RTVC - Sistema de Medios Públicos, Hugo Castro Fau, Lulo Films, Lumanity Production, RCN Cine, INCAA, Lagarto Cine",Jaime Escallon-Buraglia,"Carolina Angarita, Federico Mejía, Carolina Alvarez, Julián Giraldo, Robert Budreau, Ximena Sotomayor, Jaime Escallon-Buraglia",es,96,4.1,Comedy,es,23,2,1
8755,Documentary,"Andreas Deja, Milton Quon, John Canemaker, Kay Fong, Don Hahn, Lisa See, Tyrus Wong, Paul A. Felix, Wong Kim Hoh, Eric Goldberg, Joseph Musso, Charles Solomon, Sonia Mak",Pamela Tom,"Stone Circle Pictures, New Moon Pictures",Pamela Tom,"Buck Gee, Pamela Tom, Don Hahn, Tamara Khalaf, Gwendolyn Giovanna Wynne",en,73,7.1,Documentary,en,13,1,1
8756,"Action, Drama, Romance, Thriller","Mahendra Verma, Mahima Chaudhry, Anang Desai, Daisy Shah, Indira Krishnan, Ghanshyam Nayak, Salman Khan, Ehsan Khan, Savita Prabhune, Dinesh Kaushik, Saurabh Dubey, Darshan Kumaar, Bhumika Chawla, Indu Verma, Radhika Chaudhari, Sachin Khedekar, Sarfaraz Khan, Ravi Kishan, Gopal Datt","Jainendra Jain, Bala, Vijaysinh Gol","MDA Productions, Orion",Satish Kaushik,"Sunil Manchanda, Jitender K Bagga, Mukesh Talreja",hi,132,6.558,Action,hi,19,3,1
8757,"Crime, Drama","Edy Williams, Patty Robinson, Marie Devereux, Walter Mathews, Barbara Perry, Neyle Morrow, Bill Sampson, Fletcher Fist, Gerald Milton, Virginia Grey, Christopher Barrey, Patricia Gayle, Sally Mills, Jean-Michel Michenaud, Anthony Eisley, Karen Conrad, Patsy Kelly, Michael Dante, Sheila Mintz, Betty Bronson, Monte Mansfield, Betty Robinson, Breena Howard, Michael Barrere, Linda Francis, George Spell, Constance Towers",Samuel Fuller,"Leon Fromkess-Sam Firks Productions, Allied Artists Pictures",Samuel Fuller,"Leon Fromkess, Sam Firks, Samuel Fuller",en,93,7.037,Crime,en,27,1,1
8758,Comedy,"John Akana, Arch Hall Sr., Richard Kiel, Hal Bokar, Ray Vegas, Arch Hall Jr., Sharon Ryker, László Kovács, George J. Morgan, Liz Renay, Hal Bizzy, Michael Terr, Jack Little","Jim Critchfield, Arch Hall Sr.",Fairway International Pictures,James Landis,Arch Hall Sr.,en,90,1.813,Comedy,en,13,2,1
8759,"Comedy, Fantasy","Tuesday Weld, June Wilkinson, Mamie Van Doren, Sharon Wiley, Martin Milner, Theona Bryant, Toni Covington, Paul Anka, Andrea Smith, Mel Tormé, Barbara Walden, Phillipa Fallon, Mickey Rooney, Miki Kato, Stella Garcia, Buni Bacon, Cecil Kellaway, Nancy Root, Donna Lynn, Fay Spain, Ziva Rodann","George Kennett, Robert Hill",Albert Zugsmith Productions,"Albert Zugsmith, Mickey Rooney",Red Doff,en,86,5.0,Comedy,en,21,2,1
8760,"Family, Fantasy, Adventure","Aleksandr Uman, Pavel Kuzmin, Artem Zhigulin, Vladimir Dolinskiy, Ilya Kondratenko, Kirill Zhirov, Natalya Medvedeva, Ivan Kokorin, Ayna Arifulina, Irina Rozanova, Danila Yakushev, Nino Ninidze, Maksim Saprykin, Yuriy Chursin, Oleg Chugunov, Grigoriy Dudnik, Ekaterina Klimova, Aleksey Barabash, Taisya Kalinina, Aleksey Serebryakov, Leva Bi-2","Viktor Zaytsev, Aleksandr Barshak, Artyom Aksenenko, Daniil Vorobyov",Unknown,"Aleksandr Barshak, Artyom Aksenenko, Lina Arifulina","Lina Arifulina, Yana Gergel",ru,96,7.0,Family,ru,21,4,1
8761,Unknown,"Guillermo Quintanilla, Flavio Peniche",Unknown,Unknown,José Luis Vera,Unknown,es,83,2.0,Unknown,es,2,0,1
8762,Comedy,"Vadim Gems, Maksim Belyakov, Andrey Morozov, Boryslav Brondukov, Aleksandr Lenkov, Andrey Makarov, Yuriy Potyomkin, Lyubov Polishchuk, Vladimir Samoylov, Bohdan Beniuk, Sergey Gazarov, Valeriy Afanasyev, Oleg Scherbinin, Margarita Krinitsyna, Mikhail Tserishenko, Irina Kiritschenko, Anatoliy Dyachenko, Yuri Katin-Yartsev","Yefim Galperin, Semyon Vinokur",Goskino USSR,Yefim Galperin,"Yefim Galperin, Vladimir Kovalenko",ru,109,5.0,Comedy,ru,18,2,1
8763,Music,"Dave Holland, K.K. Downing, Glenn Tipton, Ian Hill, Rob Halford",Unknown,Sony BMG Music Entertainment,Bill Curbishley,Unknown,en,96,7.0,Music,en,5,0,1
8764,"Comedy, Music, Romance","Gene Kelly, Kay Kendall, Barrie Chase, Henry Daniell, Stephen Vercoe, Jacques Bergerac, Leslie Phillips, Mitzi Gaynor, Nestor Paiva, Philip Tonge, George Navarro, Patrick Macnee, Taina Elg, Cyril Delevanti, Lusita Triana","Vera Caspary, John Patrick, Cole Porter","Sol C. Siegel Productions, Metro-Goldwyn-Mayer",George Cukor,Sol C. Siegel,en,114,6.458,Comedy,en,15,3,1
8765,"Fantasy, Romance","Johnny Mask, Jaclyn Marfuggi, Louis DeStefano, Raven Miles, Shoko Rice, Socks Whitmore, Damion Damaske, Shane Ryan-Reid, Ky Mullen, Johnny Avila, Frank Paras Jr., John McCoy, Matthew Capitanio, Chris Spinelli, Leonard Zhang",Scott Hillman,CineRidge Entertainment,Scott Hillman,"Benny Tjandra, Chris Spinelli, Nicole D'Angelo, Gregory Hatanaka",en,61,7.8,Fantasy,en,15,1,1
8766,Comedy,"Buddy Lewis, Ryan Alexander Holmes, Caryn Ward, Spence Moore II, Bill Bellamy, Emelina Adams, Kevin Hart, Colleen Camp, Judy Lay, Wesley Snipes, Tiffany Haddish, Piper Curda, Faizon Love, Sean Patrick Bryan, J.B. Smoove, Alex Kersting, Gary Owen, Nicole Butler, Jennifer Warner","Eric Daniel, Chris Spencer","MMJ Productions LLC, Luminosity Entertainment, Junction Films, Southfield Village Entertainment, Man from Mars Films, Buffalo 8",Chris Spencer,"Geno Taylor, Donald Kushner, Tiffany Haddish, Missy Valdez, Eric Daniel, Chris Spencer, Wesley Snipes, Jeru Tillman, Elie Samaha",en,112,6.3,Comedy,en,19,2,1
8767,"Drama, Comedy","Eva Ebner, Ichgola Androgyn, Désirée Nick, Lotti Huber, Luzi Kryn",Rosa von Praunheim,Unknown,Rosa von Praunheim,Rosa von Praunheim,de,89,5.5,Drama,de,5,1,1
8768,"Comedy, Romance","Christine Cattell, Hope Davis, Dean Stockwell, Ellen DeGeneres, Ellen Cleghorne, Michael George, Bill Pullman, Robert Goulet, Joan Cusack, John Livingston, Joan Plowright","Chris Matheson, Craig Munson, Kerry Ehrin",Touchstone Pictures,Nick Castle,"Marty Katz, David Hoberman",en,96,4.039,Comedy,en,11,3,1
8769,Documentary,"Calvin Klein, Liza Minnelli, Bill Murray, Boy George, Farrah Fawcett, Nile Rodgers, John Travolta, John Belushi, Divine, Ronald Reagan, Steve Rubell, Michael Jackson, Jack Benny, Walter Cronkite, Roy Cohn, Ian Schrager, Andy Warhol, Mikhail Baryshnikov, Donald Rubell, Bianca Jagger",Unknown,"Passion Pictures, Altimeter Films, A&E IndieFilms",Matt Tyrnauer,"Elaine Frontain Bryant, Matt Tyrnauer, Corey Reeser, Molly Thompson, John Battsek",en,98,6.294,Documentary,en,20,0,1
8770,"Thriller, Drama","Beth Waugh, Jason Cottle, Jason Boydston, R. Curt Kelsey, Craig Hosking, Kale Culley, Nathan Stevens, David H. Stevens, Joey Miyashima, Austin R. Grant, Sean Pilz, Judi Carpenter, Vashi Nedomansky, Marty McSorely, Sarah Dumont, Josh Hartnett, Mira Sorvino","Eric LeMarque, Madison Turner, Davin Seay","Tucker Tooley Entertainment, Dune Entertainment, Sonar Entertainment, Stormchaser Films, October Sky Films",Scott Waugh,"Bradley Pilz, Steven Mnuchin, Madison Turner, Tom Lesinski, Michael J. Mailis, Greg P. Russell, Louise Linton, Eric LeMarque, Simon Swart, David Grace, Tucker Tooley, Scott Waugh, Josh Hartnett, Greg Renker",en,97,5.85,Thriller,en,17,3,1
8771,Romance,"JR Miano, JM de Guzman, Joenel Canaria, Joem Bascon, Carlos Castano, Angelica Panganiban, Bianca Balbuena",Antoinette Jadaone,"Monoxide Works, Cinema One Originals, Epicmedia",Antoinette Jadaone,"Dan Villegas, Ronald Arguelles, Bianca Balbuena",tl,110,6.184,Romance,tl,7,1,1
8772,"Drama, Thriller","Kaajal Kiran, Swapna, Mohanlal, Bahadoor, Ratheesh, Rahman, Thilakan, Jagathy Sreekumar, Janardhanan, Nedumudi Venu",M T Vasudevan Nair,Prathap Chithra,I V Sasi,S. Pavamani,ml,142,5.0,Drama,ml,10,1,1
8773,"Action, Adventure, Comedy, Family","Joe Estevez, Ron Hall, Linda Blair, Paul Holmes, Chuck Williams, Robert Z'Dar, Ned Hourani, Murray Langston, Dale Cook",Paul Joseph Gulino,Davian International Ltd.,Tim Spring,Unknown,en,89,5.0,Action,en,9,1,1
8774,"Drama, Romance","Pina Cei, Gea Linchi, Maria Capparelli, Giuliana Calandra, Isa Danieli, Anna Stivala, Gianfranco Barra, Valeria Piaggio, Elena Fiore, Enrica Bonaccorti, Anita Branzanti, Mariangela Melato, Anna Melato, Roberto Herlitzka, Luigi Antonio Guerra, Lina Polito, Isa Bellini, Mario Nandi, Giancarlo Giannini, Maria Sciacca, Eros Pagni, Lorenzo Piani, Josiane Tanzilli, Anna Maria Dossena, Anna Bonaiuto",Lina Wertmüller,"Euro International Films, Labrador Films",Lina Wertmüller,Romano Cardarelli,it,126,7.75,Drama,it,25,1,1
8775,Drama,"Shōhei Hino, Natsuki Asakawa, Hiromi Go, Sumiko Okutani, Shinji Takaoka, Atsuo Yamashita, Chōichirō Kawarasaki, Masae Okada, Eiji Shima, Tomoko Jinbo, Naoto Takenaka, Kuniko Miyake, Takashi Tsumura, Masahiro Kintake, Mansaku Fuwa, Mitsue Takaishi, Katsuyoshi Magozaki, Imahashi Kumi, Masa Shibamoto, Haruko Katō, Yoshihiro Maruo, Yasushi Hirai, Seijiro Fukunaka, Kinji Nakamura, Keimasa Matsumoto, Misako Tanaka, Keiko Koyanagi, Fumio Takeda, Akio Kobune, Satoko Yamamura, Shoichi Ozawa, Hideji Ōtaki, Tatsuo Higashida, Noriko Tori, Shima Iwashita, Jun Hamamura, Daikei Shimizu, Kaori Mizushima, Yasuko Kubota","Monzaemon Chikamatsu, Taeko Tomioka","hyogensha, Shochiku",Masahiro Shinoda,"Kiyoshi Nonomura, Masayuki Motomochi, Masatake Wakita",ja,126,7.0,Drama,ja,39,2,1
8776,"Action, Thriller","David Alvarado, Joe Estevez, Christina Trevino, Damian Chapa, Roxana Pislaru, Rachel Hunter, Marian Zapico, Nick Bauman, Rosie Ybarra, Roberto Pulido",Damian Chapa,Unknown,Damian Chapa,"Manuel Hinostroza, Jimmy Gonzales, Elart Coello, Damian Chapa",en,91,7.5,Action,en,10,1,1
8777,Comedy,"Hui Ying-Ying, Rosamund Kwan, Sandra Ng Kwun-Yu, Clifton Ko Chi-Sum, Ha Chun-Chau, Sam Hui Koon-Kit, Money Lo, Ng Man-tat, Raymond Wong, Teresa Mo, Leslie Cheung, Ricky Hui, James Wong","Raymond Wong, Vincent Kok, Joe Ma, Clifton Ko Chi-Sum","Ko Chi Sum Films Company Limited, Mandarin Films Singapore",Clifton Ko Chi-Sum,"Raymond Wong, Ronny Yu",cn,85,5.8,Comedy,cn,13,4,1
8778,Music,"Nikki Sixx, Mick Mars, Vince Neil, Samantha Maloney",Unknown,Unknown,Unknown,Unknown,en,96,5.0,Music,en,4,0,0
8779,"Comedy, Drama, Music","Matti Pitkänen, Johannes Brotherus, Maria Ylipää, Lauri Nurkse, Isla Mustanoja, Laura Malmivaara, Anu Sinisalo, Samuli Kivelä, Riku Nieminen, Aleksi Kinnunen, Pihla Maalismaa, Henry Hanikka, Dennis Nylund, Robert Brotherus, Olavi Uusivirta, Timo Tuominen, David Gelkin, Ville Aalto, Niina Koponen, Amos Brotherus, Peter Kanerva",Tua Harno,Citizen Jane Productions,Oskari Sipola,Elina Pohjola,fi,108,4.571,Comedy,fi,21,1,1
8780,"Comedy, Action, Adventure","Josh Brolin, Thayr Harris, Karan Soni, Luke Roessler, Alan Tudyk, Elaine Kliner, Alicia Morton, Julian Dennison, Tony Bailey, Eleanor Walker, Bill Skarsgård, Valencia Budijanto, Evan Peters, Tye Sheridan, Robert Maillet, Paul Wernick, Jagua Arneja, Brianna Hildebrand, Gerry South, Matt Damon, T.J. Miller, Andy Canete, Joe Doserro, Nicholas Hoult, Ryan Reynolds, Hugh Jackman, Brad Pitt, Leslie Uggams, Hunter Dillon, Rhett Reese, Rob Delaney, Islie Hirvonen, Stefania Indelicato, Paul Wu, James McAvoy, Sala Baker, Morena Baccarin, Stefan Kapičić, Tanis Dolman, Eddie Marsan, Mike Dopud, Jack Kesy, Shioli Kutsuna, Michasha Armstrong, Alex Kliner, Andre Tricoteux, Abiola Uthman, David Leitch, Lewis Tan, Terry Crews, Sonia Sunger, Alexandra Shipp, Kodi Smit-McPhee, Zazie Beetz, Randal Reeder, Fred Savage, Nikolai Witschl, Hayley Sales","Rhett Reese, Ryan Reynolds, Paul Wernick","20th Century Fox, Genre Films, Maximum Effort",David Leitch,"Stan Lee, Jonathon Komack Martin, Rhett Reese, Simon Kinberg, Kelly McCormick, Ryan Reynolds, Paul Wernick",en,118,7.1,Comedy,en,58,3,1
8781,Drama,"Nam Yeon-woo, Moon Chang-gil, Seo Hyun-woo, Lee Jin-wook, Jeong Eun-gyeong, Kim Yae-eun, Lee Sang-hee, Ryu Hyun-kyung, Seo Young-hwa, Jung Seung-kil, Oh Chang-kyung, Hong Jeong-ho, Ko Hyun-jung",Lee Kwang-kuk,MOVement,Lee Kwang-kuk,An Bo-young,ko,107,7.0,Drama,ko,13,1,1
8782,"Romance, Comedy","Elena Aminova, Nikolai Karnaukhov, Aleksandr Mikhaylov, Nikolai Skorobogatov, Aleksandra Teryokhina, Nodar Mgaloblishvili, Elena Valyushkina, Leonid Bronevoy, Aleksandra Zakharova, Anya Andrianova, Tatyana Pelttser, Semyon Farada, Aleksandr Abdulov","Aleksei Tolstoy, Grigori Gorin",Ekran,Mark Zakharov,Unknown,ru,90,7.525,Romance,ru,13,2,1
8783,"Drama, Crime","Renji Panicker, Anil Nedumangad, Virginia Rodriguez, P Balachandran, Santhosh Keezhattoor",Tara Ramanujan,Silver Horse Films,K. Gopinathan,Unknown,ml,118,7.0,Drama,ml,5,1,1
8784,"Comedy, Drama","King Shih-Chieh, Zack Gao, Zhang Guoqing, Eddie Peng, Li Zhu, Deng Chao, Sun Qiheng, Xiong Li, Zhang Benyu, Li Ronghao, Mason Lee, Dong Zijian, Zhao Liying",Han Han,"Shanghai Bona, Huaxia Film Distribution",Han Han,"Wenwen Li, Yu Dong",zh,102,6.5,Comedy,zh,13,1,1
8785,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fa,86,2.833,Unknown,fa,0,0,0
8786,"Comedy, Drama, Family, Mystery, TV Movie","Brian Arnold, Andrea Libman, Sabrina Byrne, Ernie Prentice, Allan Morgan, Chris William Martin, Lloyd Berry, Justin Whalin, Bentley Mitchum, Winston Brown, Laura Harris, Mark Schooley, Shelley Long, Dale Wilson, Tasha Simms, Garwin Sanford, Amy Jo Johnson","Douglas Sloan, Shuki Levy","Libra Pictures, Shavick Entertainment",John Blizek,"Shuki Levy, James Shavick, Lance H. Robbins",en,83,5.6,Comedy,en,17,2,1
8787,"Thriller, Horror","Coley Bryant, Caroline Upthegrove, Casey Dillard, Caleb Hall, Georgia Jeffreys, Maddie Ludt, James Puckett, Cody Bishop, Glenn Payne, Samantha McLarty",Casey Dillard,"Dead Leaf Productions, Taproot Audio Design",Glenn Payne,Unknown,en,81,4.0,Thriller,en,10,1,1
8788,Romance,"Geetha Vijayan, Sukumari, Mohanlal, Ganesh Kumar, Salim Kumar, Thilakan, Seema, Sreenivasan, Soundarya, Baburaj, Poojappura Ravi, Cochin Haneefa","Priyadarshan, Sreenivasan",Aashirvad Cinemas,Priyadarshan,Antony Perumbavoor,ml,148,6.056,Romance,ml,12,2,1
8789,Comedy,"Kirsten Lehfeldt, Knud Dittmar, Else Petersen, Hans Winding, Helle Ryslinge, Lillian Tillegreen, Marian Andersen, Malin Birch-Jensen, Søren Østergaard, Niels Winther, Anne Juul, Peter Hesse Overgaard, Anders Hove, Yrsa Gullaksen, Margrethe Koytu, Michael Winding, Morten Suurballe, Arne Siemsen, Peter Poulsen, Lotta Løve, Charlie Jensen, Pia Koch, Anton Ryslinge, Gert Masn, Torben Jensen, Aage Haugland, Hans Henrik Clemensen, Ingolf David, Hannah Bjarnhof, Pernille Højmark, Kirsten Peüliche",Helle Ryslinge,Per Holst Filmproduktion,Helle Ryslinge,Unknown,da,114,6.5,Comedy,da,31,1,1
8790,Documentary,"Rui Costa, Eusébio, Luís Figo, Manuel Rodrigues, José Augusto, Bobby Charlton, Hilário, Cristiano Ronaldo, António Simões, Sócrates, Flora Silva Ferreira",Unknown,Unknown,Filipe Ascensão,Filipe Ascensão,pt,93,7.3,Documentary,pt,11,0,1
8791,"Music, Drama","Aruna Mucherla, Jayalalita, Mallikarjuna Rao, Sakshi Ranga Rao, Anjali Devi, Dr. Rajasekhar, Kaikala Satyanarayana, Sumalatha, Naresh, Potti Prasad, Shanmukha Srinivas",K. Viswanath,Unknown,K. Viswanath,Unknown,te,161,6.0,Music,te,11,1,1
8792,"Comedy, Romance","Piolo Pascual, Ruby Ruiz, Mica Javier, Coleen Garcia-Crawford, RK Bagatsing, Ana Abad-Santos, Marco Gumabao, Maxene Magalona, Dawn Zulueta, Lui Villaruz, Marnie Lapus, Eva Ronda, Barbie Imperial, Francesca Floirendo, Patrick Garcia, Freddie Webb, Sam Thurman, Zeus Collins, Carmi Martin",Unknown,Star Cinema – ABS-CBN Film Productions,Gino M. Santos,Unknown,tl,127,6.8,Comedy,tl,19,0,1
8793,Science Fiction,"Nicole Shalhoub, Bret Lada, Susan S. McGinnis, Morgan Wolk, Cameron Scoggins, Jerry O'Connell",Jay Craven,Kingdom County Productions,Jay Craven,"Jay Craven, India Blake",en,100,5.0,Science Fiction,en,6,1,1
8794,Drama,"Iulia Lumânare, Dragoş Olaru, Iulia Ciochină, Sergiu Costache, Corina Moise","Alexandra Bălteanu, Xandra Popescu",Deutsche Film- und Fernsehakademie Berlin (DFFB),Alexandra Bălteanu,Stanislav Danylyshyn,ro,75,6.0,Drama,ro,5,2,1
8795,"Thriller, Drama, Crime","Mrunal Thakur, Ashish Ranglani, Vishwajeet Pradhan, Vikas Kumar, Aishwarya Chaudhary, Priya Tandon, Prabhat Singh Bhadauriya, Ritviq Joshi, Amruta Subhash, Soham Majumdar, Aeklavya Tomer, Anuj Gurwara, Kartik Aaryan","Puneet Sharma, Ram Madhvani, Kim Byung-woo","RSVP Movies, Ram Madhvani Films, Globalgate Entertainment, Lotte Entertainment, Lotte Cultureworks",Ram Madhvani,"Ronnie Screwvala, Ram Madhvani, Amita Madhvani",hi,104,6.9,Thriller,hi,13,3,1
8796,"Comedy, Drama","Alex Rosén, Kim Haugen, Kai Remlov, Keve Hjelm, Rannov Nilsen, Per Christensen, Per Jansen, Ingar Helge Gimle, Ingerid Vardund, Trond Lie, Kjersti Holmen, Pia Borgli, Knut Haugmark, Anne Marit Jacobsen, Jon Eivind Gullord, Camilla Strøm Henriksen, Elisabeth Sand, Ole Ernst, Trond Brænne, Nina Woxholt, Erling Arvola, Bjørn Floberg","Lars Saabye Christensen, Erik Gustavson",Unknown,Erik Gustavson,Unknown,no,89,2.0,Comedy,no,22,2,1
8797,Horror,"Ririne Sasano, Wan Marui, Toshifumi Muramatsu, Soko Wada, Nana Asakawa, Ryôta Matsushima, Harumi Shuhama, Yoko Mitsuya, Kana Kita, Natsu Andô",Sakichi Sato,Unknown,Sakichi Sato,Unknown,ja,66,5.8,Horror,ja,10,1,1
8798,"Drama, Thriller","George Hertzberg, Rena Riffel, Todd Feder, James MacPherson, Marjorie Harris, Katheryn Cain, Michael DeGood, Craig Wasson, Monique Parent, Kelly Stone, Mariam Parris",Doug Atchison,Unknown,Doug Atchison,Doug Atchison,en,89,5.3,Drama,en,11,1,1
8799,"Family, Drama","Chloe Oloren, Paris Warner, Nanci Wudel, Brennin Williams, Heather Beers, Nathan Osmond, Tony Hill, Shona Kay, Trinity Roberts, Danna Louisa Wilson, Scarlett Hazen, Bailee Michelle Johnson, Tatum Chiniquy, Paul Wuthrich, Eliza de Azevedo Brown, Jasen Wade, Yvonne D Bennett",Unknown,Remember Films,Unknown,Unknown,en,92,7.2,Family,en,17,0,0
8800,Western,"Mark Damon, Calisto Calisti, John Ireland, Armando Calvo, Giovanni Ivan Scratuglia, Claudio Scarchilli, Eduardo Fajardo, José Torres, Mónica Randall, Franco Gulà, Luis Induni, Lisa Halvorsen, Fernando Sancho, Giovanni Petti, Raf Baldassarre, Emilio Rodríguez","Eduardo Manzanos, Nino Stresa","PEA, Estela Films",Umberto Lenzi,Alberto Grimaldi,it,88,5.8,Western,it,16,2,1
8801,"Animation, Fantasy, Action, Adventure","Qiu Qiu, Lin Qiang, Tianxiang Yang, Zheng Xiaopu, Zhang Zhe, Kai Zhang, Xu Jiaqi, Zhongyang Baomu, Song Xuchen, Cheng Ma, Zhao Mingzhou, Zhang Biyu, Chao Wei, Fuzheng Zhang, Shuai Guan, Xiaoxi Tang",Damao,"Light Chaser Animation Studios, Alibaba Pictures Group",Amp Wong,Di Cui,zh,131,8.218,Animation,zh,16,1,1
8802,"Comedy, Drama","Khairia Nazmi, Mohammed Alhamdan, Alshaima'a Tayeb",Mahmoud Sabbagh,El Housh Productions,Mahmoud Sabbagh,"Anas Batahaf, Mahmoud Sabbagh",ar,92,5.7,Comedy,ar,3,1,1
